user1,user2,similarity,match_prob,match,artificial intelligence_1,artificial intelligence_2,machine learning_1,machine learning_2,data science_1,data science_2,hackathon_1,hackathon_2,full stack development_1,full stack development_2,fintech_1,fintech_2,ui/ux design_1,ui/ux design_2,cybersecurity_1,cybersecurity_2,web development_1,web development_2,app development_1,app development_2,cloud computing_1,cloud computing_2,deep learning_1,deep learning_2,robotics_1,robotics_2,research_1,research_2,blockchain_1,blockchain_2,entrepreneurship_1,entrepreneurship_2,vibecoding_1,vibecoding_2,collaboration_1,collaboration_2,trading_1,trading_2,product management_1,product management_2
User52,User115,0.22857142857142854,0.2093957658586742,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,5,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
User76,User137,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,6,0,0,0,0,10,0,0,0,0,0,0,7,0,0,10,0,0
User135,User193,0.0,0.06297335605699649,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0
User35,User200,0.2673939106929518,0.2505583686345676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,2
User10,User125,0.0,0.06297335605699649,0,0,0,2,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
User17,User22,0.0,0.06297335605699649,0,0,5,0,0,0,0,0,6,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0
User150,User167,0.14814940261503032,0.14050480047869998,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,8,0,0,0,0,6,3,0,0,0,0,0,0,0,0
User77,User148,0.0,0.06297335605699649,0,0,3,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
User35,User59,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8
User7,User28,0.09437415927908362,0.10585903943107682,0,0,0,0,0,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9
User93,User141,0.45248801224600377,0.5037319490646744,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,8,9,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
User13,User112,0.0,0.06297335605699649,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,9,4,0
User89,User176,0.10125791108334213,0.10983256215914511,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,3,8,0,0,0,0,0
User57,User147,0.0,0.06297335605699649,0,0,10,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
User4,User126,0.2708528362698659,0.25447558555657795,0,9,0,0,0,0,0,0,2,0,0,0,0,4,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
User92,User156,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0
User161,User195,0.0,0.06297335605699649,0,0,0,0,0,0,7,0,0,10,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
User97,User198,0.0,0.06297335605699649,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,7,1,0,0,0
User98,User116,0.3302290933419132,0.3276957422114632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,9,0,10,4,0,6,0,0,0,0,0,0,0,0,0,0
User19,User136,0.6515103477574837,0.7701329539968238,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,7
User2,User165,0.42453490440418595,0.46187649374101314,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,8,0,0,0,6
User119,User199,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,1
User48,User137,0.0,0.06297335605699649,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,10,0,0
User137,User158,0.14547859349066158,0.13858071328406918,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,4,10,0,0,0
User23,User82,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,5,0,2,0,0,0,0,0,0
User83,User136,0.31858543524773275,0.31249354867611484,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,7
User18,User113,0.0,0.06297335605699649,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,7,10,0,0,0,0,0
User89,User199,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,10,0,0,0,6,0,8,0,0,0,0,1
User110,User114,0.0,0.06297335605699649,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
User62,User123,0.3152441624956403,0.3082027608116593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,1,0,0,0,2,6
User25,User106,0.0,0.06297335605699649,0,0,0,0,4,0,4,0,0,9,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
User36,User184,0.20493881518372797,0.18688682163695766,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,8,8,0
User89,User90,0.273505383503131,0.25750677818106066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,6,8,8,0,0,0,0,9
User22,User29,0.20819337550784653,0.1898723617859941,0,5,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,9,0,0,0,0
User6,User179,0.3074700231340454,0.29834739355507844,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,5,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
User29,User186,0.14744195615489714,0.13999298125684523,0,0,0,0,1,0,0,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0
User59,User148,0.0,0.06297335605699649,0,0,3,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
User3,User67,0.19850170040601672,0.181088553356344,0,4,7,0,0,9,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
User62,User88,0.3038948705590345,0.2938764509583091,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,8,0,0,2,0
User35,User188,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,4,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0
User126,User170,0.0,0.06297335605699649,0,0,0,0,0,0,6,2,0,0,5,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
User2,User95,0.03641382774206427,0.07716410515324137,0,0,0,0,0,1,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,8,0,0
User49,User139,0.18831089428867734,0.17219719940154854,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,10,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
User65,User115,0.0,0.06297335605699649,0,0,0,4,0,0,0,0,0,0,0,0,10,6,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
User52,User79,0.4949505799117967,0.56702010816011,1,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,8,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
User90,User141,0.0,0.06297335605699649,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,9,0
User84,User113,0.0,0.06297335605699649,0,8,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
User15,User33,0.647150228929434,0.7654690773789621,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
User81,User111,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,10,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0
User67,User91,0.0,0.06297335605699649,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,5,0,4,0,0,0,0,0,0,0,0
User56,User183,0.0599144689515278,0.08782279480346655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,0,1,0,5
User17,User31,0.047742502943516035,0.08214563826803425,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,0,9,0,0,3,2,0,0,0,0,0,0,0,0,0,0
User71,User139,0.0,0.06297335605699649,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,2,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
User34,User130,0.38147923973467385,0.39864250305628784,0,0,0,9,5,2,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
User49,User154,0.0,0.06297335605699649,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,9,0,4,0,0,0,0,0,1,0,0,0,0
User51,User177,0.0,0.06297335605699649,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7
User55,User200,0.24678382369818677,0.22806017899874323,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2
User16,User74,0.09965233174376248,0.10889423738033903,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,2,0,0,0,0,0,7,0,0,0,0,0,10,0,0,8,0,0,0
User131,User134,0.0,0.06297335605699649,0,8,0,0,10,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0
User54,User156,0.3246565023717827,0.32037238827872067,0,0,0,0,0,9,0,0,0,0,8,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0
User127,User133,0.0,0.06297335605699649,0,0,0,0,0,0,2,0,8,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0
User35,User146,0.0,0.06297335605699649,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0
User190,User194,0.0,0.06297335605699649,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0
User26,User194,0.09764582085806338,0.10773150008608873,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,8,0,0,4,0,0,0,0
User58,User181,0.0,0.06297335605699649,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,5,0,0,0,0,0
User91,User126,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,6,9,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0
User64,User147,0.0,0.06297335605699649,0,0,10,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0
User43,User61,0.0,0.06297335605699649,0,0,5,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0
User114,User162,0.11396386550754718,0.11751074810374787,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0
User2,User34,0.01484539238050411,0.06843843834373352,0,0,0,0,9,1,2,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
User49,User92,0.1893206114156883,0.17306249790564063,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,2,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
User19,User113,0.0789261773407028,0.09740090909601717,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0
User130,User131,0.0,0.06297335605699649,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0
User74,User87,0.4104256301219048,0.440915785492791,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,7,9,0,0,0,0,10,0,0,0,0,0,0,0
User112,User172,0.0,0.06297335605699649,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,10,0,0,0,2,9,0,0,0
User34,User106,0.7912620725258993,0.8857020968886025,1,0,0,9,4,2,4,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
User111,User190,0.060202015697567265,0.08796110525997171,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,10,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
User93,User162,0.6179426365639257,0.7325611387977017,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,9,9,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
User65,User124,0.0,0.06297335605699649,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,9,0,7,0,0,0,0
User154,User191,0.07495316889958616,0.09532523032802698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,9,0,4,0,0,0,0,0,1,7,0,0,0,0
User107,User138,0.0,0.06297335605699649,0,3,0,0,4,0,0,0,5,8,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
User36,User91,0.22319438304240544,0.20410483731661672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,0,0,0,4,0,8,0
User33,User90,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,1,0,1,0,0,9
User73,User179,0.28194193721730043,0.2673032004722438,0,0,9,7,0,0,0,6,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
User67,User157,0.3751561162960521,0.38958349740642056,0,7,5,0,0,0,0,0,0,0,0,4,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
User116,User119,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,5,0,0,4,0,6,0,0,5,0,0,0,0,0,0,0,0
User149,User151,0.37329367298742244,0.38692937416034545,0,0,0,0,0,0,0,0,7,0,0,8,8,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
User56,User198,0.4317296984739163,0.472621958913499,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,9,7,0,0,0,0
User79,User80,0.4842969937928883,0.5512647126879373,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,10,5,10,0,0,0,0,0,0,0,0,5,0,0,0,0
User14,User130,0.6916826862616696,0.8100132261312732,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
User111,User160,0.3122516346560423,0.3043877116505199,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,5,9,0,0
User154,User182,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,7,0,0,1,0,0,0,0,0
User15,User75,0.44517376709831774,0.4927611564732176,0,0,0,5,9,0,0,0,0,0,0,0,0,0,7,7,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
User35,User163,0.0,0.06297335605699649,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0
User173,User190,0.8452890373232222,0.9146463460589881,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,7,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
User118,User134,0.0,0.06297335605699649,0,3,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
User65,User99,0.0,0.06297335605699649,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8
User50,User163,0.21841697602709087,0.19948788741246337,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0
User43,User129,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0
User56,User60,0.0,0.06297335605699649,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0
User62,User139,0.20628424925175867,0.1881166375649754,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,3
User31,User34,0.0,0.06297335605699649,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
User71,User78,0.0,0.06297335605699649,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,9,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0
User88,User117,0.21041365903921622,0.1919299876622835,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,10,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,0,0
User79,User111,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0
User58,User67,0.0,0.06297335605699649,0,0,7,0,0,0,0,5,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0
User75,User123,0.0,0.06297335605699649,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,5,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6
User62,User69,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,2,0
User93,User155,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,2,0,0,1,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0
User21,User196,0.08618128166583652,0.10129549855427351,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,5,2
User47,User200,0.0,0.06297335605699649,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,9,0,0,2
User144,User160,0.49389268374862355,0.5654611164323179,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,8,9,0,0
User104,User111,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0
User35,User55,0.1393090380637716,0.1342205599196911,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
User22,User194,0.583511636524512,0.6902032792943132,1,5,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,4,0,0,0,0
User74,User88,0.0,0.06297335605699649,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,10,0,0,8,0,0,0,0
User13,User195,0.0,0.06297335605699649,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,4,0
User45,User166,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,0,0,0,5,0,0,0,4,0,0,7,0,0
User11,User24,0.0,0.06297335605699649,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9
User3,User94,0.0,0.06297335605699649,0,4,0,0,0,9,0,0,0,0,7,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
User110,User170,0.0,0.06297335605699649,0,7,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
User126,User188,0.4373365776748762,0.4810139995477006,0,0,0,0,0,0,0,2,0,0,0,0,9,9,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
User14,User127,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0
User78,User136,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,3,0,5,0,0,0,0,0,0,8,0,0,0,0,0,7
User125,User197,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0
User73,User87,0.10664150867467774,0.1130306959377408,0,0,0,7,0,0,0,6,3,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
User80,User114,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,5,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0
User76,User190,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,8,0,2,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
User75,User83,0.0,0.06297335605699649,0,0,0,9,0,0,4,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
User19,User116,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,4,0,6,0,0,1,0,0,0,0,0,0,0
User33,User55,0.29277002188455997,0.2802181307039715,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
User14,User40,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,8,0,3,0,0,0,0,1,0,0,0,0,0
